gene	Phi	pdiff_emp_emp	pdiff_new_emp	pdiff_emp_new	pdiff_new_new	dis_diff_emp_emp	dis_diff_new_emp	dis_diff_emp_new	dis_diff_new_new
36	YER087W	367.0581143	0.083537037037037	0.129888888888889	0.0694259259259259	0.0922777777777778	0.0732626957496287	0.117505519346123	0.0575100417485877	0.0739465788178436
37	YER090W	13430.16969	0.0492991631799163	0.118148535564854	0.0345292887029289	0.045847280334728	0.0479314087373587	0.117423961031646	0.0315034520734919	0.0377973308921572
38	YFR044C	19310.06464	0.0629550827423168	0.149905437352246	0.0403782505910165	0.0622695035460993	0.0553841460128495	0.14089475832754	0.0323088057533417	0.0490064081066354
39	YGL001C	16301.93938	0.0396783625730994	0.129283625730994	0.0240789473684211	0.0407456140350877	0.0317165498884067	0.122309108142595	0.0150573177637506	0.0272877776521903
40	YGL192W	NA	0.0164880952380952	0.0740079365079365	0.00938492063492063	0.0231349206349206	0.013414112607167	0.0697660114753208	0.00659264248428804	0.0180762784074293
41	YGL205W	NA	0.058410780669145	0.125157992565056	0.0382620817843866	0.054275092936803	0.0456844482595212	0.116116290683761	0.0234676739379997	0.0358822262349203
42	YGL225W	60638.58895	NA	NA	NA	NA	NA	NA	NA	NA
43	YGL253W	551791.1756	0.0172222222222222	0.0417836257309942	0.0127046783625731	0.0158479532163743	0.0129882828886295	0.0364299413123925	0.00851532689212415	0.00991442308635625
44	YGR005C	5495.723028	0.00975708502024292	0.0211538461538462	0.00710526315789474	0.0090080971659919	0.00735130169439841	0.0186181670963648	0.00433377536168095	0.00476906151938014
45	YGR094W	58124.27872	0.0434018036072144	0.108346693386774	0.0325300601202405	0.0455711422845691	0.0371760325322534	0.10004703067458	0.0256454986610675	0.0339392657462884
46	YGR194C	116.5797921	0.0691860465116279	0.17796511627907	0.0453779069767442	0.0654941860465116	0.0573899833965852	0.166721268577984	0.0317787548318154	0.0454451501553376
47	YGR285C	280683.3384	0.0620873786407767	0.148240291262136	0.0420631067961165	0.0598058252427184	0.0490960919467966	0.134636423543184	0.0277009465831108	0.0393398706996951
48	YHL014C	339.4704276	0.0970481927710843	0.186897590361446	0.0662198795180723	0.0922590361445783	0.0825815288647504	0.176009207663205	0.0498511752503719	0.0709407719019494
49	YHR019C	146362.9516	0.0707193396226415	0.210683962264151	0.0450943396226415	0.0649528301886792	0.0602411414020352	0.200898271733964	0.0330211511726835	0.046614120565242
50	YHR137W	12991.23295	0.122073863636364	0.218991477272727	0.0828835227272727	0.116463068181818	0.116044858469687	0.212411269998453	0.0748683389169112	0.0995513245962165
51	YIL109C	6307.228966	0.0244285714285714	0.0495952380952381	0.0176190476190476	0.0246666666666667	0.0191342219075278	0.0460847616473849	0.0113384849082429	0.0168870365744978
52	YIR008C	3776.60113	0.0803672316384181	0.159675141242938	0.0546610169491525	0.0752966101694915	0.068104695165592	0.151108128364721	0.0393566974708856	0.0549006224519334
53	YJL100W	NA	0.0543846153846154	0.143230769230769	0.0351538461538462	0.0564615384615385	0.056286006390594	0.143057465909443	0.0374016308855537	0.0529658155767202
54	YJR117W	4313.705663	0.0274572127139364	0.0650488997555012	0.0201833740831296	0.0299266503667482	0.0233324089326601	0.0586389155681963	0.0157131434393265	0.0226632001575987
55	YKL104C	8146.931968	NA	NA	NA	NA	NA	NA	NA	NA
56	YKR089C	331.7083346	0.0304771784232365	0.0706224066390042	0.0199688796680498	0.0282365145228216	0.0317618445058692	0.0714694038551651	0.0204726874355511	0.02632747815111
57	YLL029W	1629.567208	0.0544953271028037	0.110121495327103	0.0380093457943925	0.0548411214953271	0.044746953495823	0.100190825091387	0.0265752653736631	0.0397861041212469
58	YLR253W	680.662103	0.0471794871794872	0.0890792540792541	0.0341841491841492	0.0470745920745921	0.0421309491157592	0.0840226232974522	0.0281854356110025	0.0382232796655301
59	YLR389C	849.9470129	0.0973883928571429	0.162767857142857	0.0723958333333333	0.0951785714285714	0.0837086214400723	0.149862593672755	0.0560894278550283	0.0739971544454067
60	YML021C	1866.587333	0.0630733944954129	0.150275229357798	0.0413532110091743	0.067545871559633	0.0582317720209794	0.14436970115569	0.034333490091169	0.0528600318760908
61	YML110C	17457.98178	0.0477551020408163	0.122612244897959	0.0335510204081633	0.0492448979591837	0.0346060316539132	0.108999608134485	0.0197976440495249	0.0312825460444106
62	YMR015C	7440.220377	0.0211995753715499	0.0753290870488323	0.0130573248407643	0.0226114649681529	0.0213572961514415	0.072533284581371	0.0130567178679386	0.0183582377616667
63	YMR186W	NA	NA	NA	NA	NA	NA	NA	NA	NA
64	YNL062C	7671.138387	0.0514782608695652	0.0900869565217391	0.0375797101449275	0.051695652173913	0.0436895148145931	0.083879079169241	0.0276986518365818	0.0382688169440623
65	YNL104C	22000.23057	0.0338345864661654	0.112537593984962	0.0217951127819549	0.032453007518797	0.0317801103871976	0.111355884876991	0.0187175875774189	0.0243653956621352
66	YNL155W	14530.18667	0.113121212121212	0.239636363636364	0.086	0.131090909090909	0.101200836294461	0.228798446156641	0.0717874787219905	0.107161860513516
67	YNL201C	618.7985435	0.0389776951672862	0.0731877323420074	0.0278159851301115	0.0389869888475836	0.0328830792302737	0.0651825102438246	0.020860389561556	0.029172843003504
68	YNL248C	46916.19416	0.0580097087378641	0.12368932038835	0.0393446601941748	0.0554854368932039	0.0579753806040228	0.126790880273582	0.0363299781371751	0.0470668998811474
69	YNL287W	11207.89812	0.0254706601466993	0.0519376528117359	0.0182579462102689	0.0254645476772616	0.0215006719587441	0.0474619382112499	0.0137497500915681	0.0186610880320769
70	YNR038W	1918.606278	0.0766527777777778	0.126430555555556	0.0582361111111111	0.0723472222222222	0.0678167522463452	0.119776045900225	0.0470531015189527	0.0573369754812193
71	YOL049W	8141.102689	0.150069060773481	0.230842541436464	0.114157458563536	0.140580110497238	0.129635949740239	0.213437452038004	0.0890638728584756	0.108031822952897
72	YOL097C	84708.83786	0.0270711974110032	0.0934466019417476	0.0160194174757282	0.0240938511326861	0.0184286029427441	0.0827812517412581	0.00694295102893411	0.0130809544020659
73	YOL145C	1973.570709	0.073003355704698	0.123036912751678	0.0546476510067114	0.0703942953020134	0.0596624273481698	0.112750170703716	0.0392185301009989	0.052855205241849
74	YOR025W	834.2087456	0.0665666666666667	0.127216666666667	0.0504	0.0586833333333333	0.0571857504548021	0.121859723444422	0.0396461736342367	0.0474408134782464
75	YOR158W	3022.670116	NA	NA	NA	NA	NA	NA	NA	NA
76	YOR197W	8233.949322	0.0467982456140351	0.104809941520468	0.0305847953216374	0.0459502923976608	0.0474161585703679	0.109231076217252	0.0281598088491216	0.040824729833491
77	YOR361C	80472.1695	0.0458285714285714	0.0726285714285714	0.0342857142857143	0.0427238095238095	0.0387591588520953	0.0650074968661184	0.0261114032660626	0.0323528665307395
78	YPL028W	188243.3125	0.0213728813559322	0.0483220338983051	0.0136271186440678	0.0193389830508475	0.0152562083262248	0.0430605631006736	0.00683157542025846	0.0115283815326817
79	YPL104W	163.0690109	0.164552529182879	0.274105058365759	0.115515564202335	0.151079766536965	0.154278814760403	0.264698226584804	0.0985914939073098	0.124209186858019
80	YPL106C	367338.7173	0.0304736842105263	0.0776541353383459	0.0245789473684211	0.0334511278195489	0.0211947348203717	0.0674258191672423	0.0150923428825003	0.0206336725967099
81	YPL169C	2626.353977	0.00778846153846154	0.0190384615384615	0.00542307692307692	0.00823076923076923	0.0051905924761591	0.0174590973917692	0.00264763609035385	0.00496220185615866
82	YPL195W	2400.647432	0.0672862453531599	0.141960966542751	0.0465520446096654	0.0675557620817844	0.056876035354156	0.130755593614511	0.0342459181645995	0.0497799812846861
83	YPL210C	16675.16473	0.124616306954436	0.183525179856115	0.0975659472422062	0.120119904076739	0.109807718803705	0.170897040978631	0.077736144900879	0.0935851885673854
84	YPR074C	103798.5459	0.0484491525423729	0.150423728813559	0.0314406779661017	0.0523050847457627	0.043640200284488	0.148271585921259	0.0249302345784911	0.0408897632136928
85	YPR140W	390.8450527	0.100652818991098	0.201157270029674	0.0689614243323442	0.0961721068249258	0.0894364540192879	0.190910609554753	0.0545519493011746	0.073048292922643
86	YPR181C	6062.347268	0.0120345744680851	0.0246010638297872	0.0109973404255319	0.0151329787234043	0.00798453077859257	0.0200946047737326	0.00676007008534793	0.00913240315115739
87	YIL088C	2493.992325	0.0552599388379205	0.133899082568807	0.039434250764526	0.0608256880733945	0.0451913275371528	0.118141591920605	0.0298045462397651	0.0467103939664173
88	YIL090W	811.704124	0.0137915407854985	0.0226737160120846	0.00942598187311178	0.0107099697885196	0.00891186216193438	0.0171351563190714	0.00440413045645225	0.00535408590726517
89	YIL125W	876.7920395	0.0283014861995754	0.101433121019108	0.0212526539278132	0.0279405520169851	0.0217929972024466	0.0965248825089998	0.0143929852816206	0.0193386583990269
90	YJL085W	747.9679501	0.049867374005305	0.0797082228116711	0.0389787798408488	0.0459283819628647	0.0433511564513403	0.074302758617336	0.0311161384195941	0.0360905939400855
91	YJL087C	651.6466418	0.13835632183908	0.24164367816092	0.0990574712643678	0.133954022988506	0.119687969889439	0.22268828633224	0.0783281412916343	0.105161571579494
92	YJR068W	9298.609697	0.044010067114094	0.108791946308725	0.0305704697986577	0.0433557046979866	0.0370259977481075	0.102864629728873	0.0223397718088911	0.0312614302563733
93	YJR072C	27490.06709	0.0219209039548023	0.0690819209039548	0.0134463276836158	0.0217655367231638	0.019273501731172	0.0663572387523034	0.0105484510136188	0.0169724085038086
94	YKL034W	169.2271658	0.0899471830985916	0.151285211267606	0.066637323943662	0.0894718309859155	0.0734063754404463	0.13615947933156	0.0478087905808285	0.0659778566987223
95	YKL120W	64446.05071	0.0205415162454874	0.0501083032490975	0.0172743682310469	0.0278519855595668	0.012840375981727	0.0449091325739726	0.00937100497400161	0.0194710058822515
96	YKR071C	25161.73718	NA	NA	NA	NA	NA	NA	NA	NA
97	YKR099W	284.4222678	0.00983412322274882	0.0220616113744076	0.00597156398104265	0.00921800947867299	0.00707849673078878	0.0193406814079492	0.00272966318097431	0.00540483859029123
98	YML096W	554.3963235	0.125759075907591	0.259339933993399	0.0933993399339934	0.141468646864686	0.118718481925468	0.258516581369526	0.0816810811151397	0.117605318218766
99	YMR041C	267.3310625	0.197120622568093	0.305466926070039	0.143132295719844	0.179357976653696	0.17953138608403	0.285035536275454	0.117079222639152	0.138983488177959
100	YMR203W	12527.36997	0.0227272727272727	0.071013986013986	0.013986013986014	0.0226048951048951	0.0170225686414546	0.0656660090794755	0.00810518621224952	0.0143262322337983
101	YMR277W	698.9695061	0.0191810344827586	0.0401508620689655	0.0131034482758621	0.0186206896551724	0.0181944584330035	0.0384614202061239	0.0118196217510892	0.0162668136186062
102	YNL082W	332.1558003	0.168731884057971	0.294764492753623	0.120742753623188	0.158478260869565	0.143372641327551	0.277457706202698	0.0885469013297806	0.114480617489204
103	YNL123W	3569.15912	0.0520348058902276	0.115227576974565	0.0358969210174029	0.0497791164658635	0.045388982952176	0.108805986160212	0.0278621749548863	0.037688421188518
104	YNL220W	268527.0192	0.0254653937947494	0.101241050119332	0.0154057279236277	0.0225298329355609	0.0244297744531069	0.100198422462083	0.0143814540269562	0.0193490171802813
105	YNL313C	1738.826993	0.0799056603773585	0.135660377358491	0.0591603773584906	0.0755660377358491	0.0684661745916472	0.124385812983043	0.0460857366132088	0.057960810591915
106	YNR008W	821.9995248	0.0505102040816327	0.093405612244898	0.0390816326530612	0.0508545918367347	0.0450629637784855	0.088284312333778	0.0333214702992406	0.043187989098879
