gene	Phi	gPhi	pdiff_us	pdiff_wag	dis_diff_us	dis_diff_wag
37	YER090W	13430.16969	2.39450536596407	NA	NA	NA	NA
38	YFR044C	19310.06464	2.7142851766742	0.256595744680851	0.702529550827423	0.192263336368837	0.635714631079147
39	YGL001C	16301.93938	2.23714578168196	NA	NA	NA	NA
40	YGL192W	NA	2.42385797211009	0.21468253968254	0.681111111111111	0.153853395952885	0.637789962548437
41	YGL205W	NA	2.14634024364214	0.238252788104089	0.504553903345725	0.186736168549736	0.465916990341232
42	YGL225W	60638.58895	1.82232403009599	0.0753505535055351	0.285571955719557	0.0540785624052596	0.2406591322702
43	YGL253W	551791.1756	4.65979297349569	0.284736842105263	0.681812865497076	0.207380531404223	0.63171705612764
44	YGR005C	5495.723028	2.71015964219939	0.122874493927126	0.122874493927126	0.0881518373231752	0.0881518373231752
45	YGR094W	58124.27872	2.60108753582567	0.180951903807615	0.536132264529058	0.13287465400938	0.483811217180568
46	YGR194C	116.5797921	2.59277510778445	0.298866279069767	0.675843023255814	0.205229141376437	0.619428108532901
47	YGR285C	280683.3384	3.04210808229537	0.206456310679612	0.559708737864078	0.159583116461537	0.519027437779542
48	YHL014C	339.4704276	1.52628020608583	0.397530120481928	0.690963855421687	0.316012858782178	0.630280489585661
49	YHR019C	146362.9516	2.79791085031831	0.213679245283019	0.617735849056604	0.160243042980414	0.579512359158783
50	YHR137W	12991.23295	1.25318963038431	0.461193181818182	0.740284090909091	0.339257740011463	0.658926314454688
51	YIL109C	6307.228966	2.84279839775514	0.483333333333333	0.701269841269841	0.392878780466832	0.657471038191487
52	YIR008C	3776.60113	1.87928143951769	0.259378531073446	0.66635593220339	0.187683967059765	0.640316670433926
53	YJL100W	NA	1.98001549904995	0.276538461538462	0.838	0.22628562232691	0.816716546866487
54	YJR117W	4313.705663	1.95696125154112	0.342933985330073	0.57359413202934	0.243039249429158	0.470632491075695
55	YKL104C	8146.931968	3.29340239654163	0.156484848484848	0.371575757575758	0.121752671533061	0.330095399045712
56	YKR089C	331.7083346	2.2719373363956	0.276099585062241	0.686639004149378	0.194030226422448	0.629682258078207
57	YLL029W	1629.567208	1.64380794895127	0.420915887850467	0.766168224299065	0.32118961176575	0.705007465659801
58	YLR253W	680.662103	2.71153259752664	0.298624708624709	0.613123543123543	0.251187065769221	0.566814255154575
59	YLR389C	849.9470129	1.38751493864026	0.385357142857143	0.621770833333333	0.287894171605182	0.540261640956869
60	YML021C	1866.587333	2.10025711635606	0.300504587155963	0.839266055045872	0.216704263539884	0.796003506965798
61	YML110C	17457.98178	1.96220490875227	0.266734693877551	0.480775510204082	0.201303617843743	0.425061375039154
62	YMR015C	7440.220377	3.73449549858231	0.183673036093418	0.567473460721868	0.12286877113357	0.510830601824124
63	YMR186W	NA	1.96064709945347	0.101020408163265	0.627055393586006	0.0630130554741071	0.560980688494062
64	YNL062C	7671.138387	3.39705802872692	0.326782608695652	0.613623188405797	0.238876316945691	0.551449500241937
65	YNL104C	22000.23057	3.57513799290568	0.199793233082707	0.566372180451128	0.146819502948579	0.530928086621394
66	YNL155W	14530.18667	1.40793040690884	0.435151515151515	0.747939393939394	0.308321497524955	0.707673768420214
67	YNL201C	618.7985435	1.65802921031599	0.313773234200743	0.580817843866171	0.228107070573213	0.495572356473965
68	YNL248C	46916.19416	2.42835783535676	0.344514563106796	0.729854368932039	0.243478433996406	0.689094597660269
69	YNL287W	11207.89812	1.67725986889888	NA	NA	NA	NA
70	YNR038W	1918.606278	1.4454388969491	0.311861111111111	0.607444444444444	0.221877598695241	0.540240520521355
71	YOL049W	8141.102689	1.67449922683258	NA	NA	NA	NA
72	YOL097C	84708.83786	5.49062598307824	0.172556634304207	0.390032362459547	0.129114638598155	0.342501025663714
73	YOL145C	1973.570709	1.33293771225454	0.371291946308725	0.679026845637584	0.278297032686819	0.612114248288558
74	YOR025W	834.2087456	1.66008486354511	0.330633333333333	0.678433333333333	0.271814014045524	0.649814348682409
75	YOR158W	3022.670116	1.33500389717664	0.49281746031746	0.542063492063492	0.396893370684704	0.455421885590984
76	YOR197W	8233.949322	2.32193233350111	0.262397660818713	0.621345029239766	0.215454699948102	0.594629029295305
77	YOR361C	80472.1695	2.15135942261746	0.363619047619048	0.453085714285714	0.295773686540476	0.390344819118216
78	YPL028W	188243.3125	4.37728276489524	0.24206779661017	0.549898305084746	0.190893718182528	0.517214901621231
79	YPL104W	163.0690109	1.29762189667464	0.388929961089494	0.749980544747082	0.298750753459211	0.699018625551099
80	YPL106C	367338.7173	3.54903682065265	0.206165413533835	0.606646616541353	0.154297093744704	0.553603824203024
81	YPL169C	2626.353977	1.69177440371473	0.295	0.631923076923077	0.227369451913241	0.577441217322455
82	YPL195W	2400.647432	1.76345398817715	NA	NA	NA	NA
83	YPL210C	16675.16473	1.09872498983242	0.498153477218225	0.764268585131894	0.381722111329555	0.720521267278593
84	YPR074C	103798.5459	3.3283382059912	NA	NA	NA	NA
85	YPR140W	390.8450527	2.17625386757632	0.35593471810089	0.596023738872404	0.277664692703491	0.549531577878364
86	YPR181C	6062.347268	3.49133035062854	0.276622340425532	0.562127659574468	0.204488242156728	0.505820694253845
87	YIL088C	2493.992325	1.37852203220823	0.335840978593272	0.79565749235474	0.230037549653323	0.68744313482846
88	YIL090W	811.704124	1.65955787891306	NA	NA	NA	NA
89	YIL125W	876.7920395	2.54789863513135	0.191475583864119	0.587887473460722	0.133401995678109	0.544277065835161
90	YJL085W	747.9679501	1.28969036397929	0.302864721485411	0.49315649867374	0.216291370344476	0.421046786232412
91	YJL087C	651.6466418	1.46638923024244	0.312298850574713	0.556022988505747	0.247610607724321	0.498900805071387
92	YJR068W	9298.609697	1.43844695199413	0.226812080536913	0.489127516778524	0.157653286430931	0.433796730363468
93	YJR072C	27490.06709	2.23464709649849	0.190480225988701	0.69409604519774	0.148728764517403	0.647741345893569
94	YKL034W	169.2271658	1.24388439778906	0.483274647887324	0.700669014084507	0.378876774988861	0.627925516242372
95	YKL120W	64446.05071	2.2749894132862	0.21971119133574	0.500324909747292	0.169778273131639	0.456055683032904
96	YKR071C	25161.73718	1.90974545116855	0.26963133640553	0.424147465437788	0.193532818427455	0.344249367204734
97	YKR099W	284.4222678	2.36676464779613	0.274123222748815	0.670758293838863	0.20883404254873	0.65296423622121
98	YML096W	554.3963235	1.33675508490284	0.351122112211221	0.681980198019802	0.281368795883722	0.649754758985478
99	YMR041C	267.3310625	1.63884825450624	0.444007782101167	0.826108949416342	0.353086279446051	0.815669835148838
100	YMR203W	12527.36997	2.2880089835078	0.257237762237762	0.608881118881119	0.177359341454042	0.543761192816046
101	YMR277W	698.9695061	1.9541595413191	0.324525862068965	0.630301724137931	0.235008896609564	0.556850418307936
102	YNL082W	332.1558003	1.21852624541681	0.419492753623188	0.771123188405797	0.330515930776819	0.728835715902259
103	YNL123W	3569.15912	1.88340793790146	0.250361445783133	0.486305220883534	0.175678255441465	0.433305937064071
104	YNL220W	268527.0192	2.87163560029461	0.12799522673031	0.446443914081146	0.0872339487142022	0.409170211092648
105	YNL313C	1738.826993	1.79606621053039	0.276905660377358	0.552150943396226	0.22146047514998	0.506534939538714
106	YNR008W	821.9995248	3.39617312341563	0.297117346938776	0.595510204081633	0.230888920565135	0.540910341363429
