gene	Phi	pdiff_emp_emp	pdiff_new_emp	pdiff_emp_new	pdiff_new_new	dis_diff_emp_emp	dis_diff_new_emp	dis_diff_emp_new	dis_diff_new_new
31	YDR465C	7356.858266	0.0749259259259259	0.162648148148148	0.0609814814814815	0.0803703703703704	0.0534117300256255	0.141549162906334	0.0391509571291024	0.0507919479551573
32	YDR484W	549.6241495	0.0684005376344086	0.129112903225806	0.049744623655914	0.0719354838709677	0.0599339981967362	0.122086821396731	0.0382340853035191	0.0559446704362427
33	YDR531W	7692.50659	NA	NA	NA	NA	NA	NA	NA	NA
34	YEL037C	18188.17054	0.0469548872180451	0.102067669172932	0.0340977443609023	0.0485714285714286	0.0381697769786626	0.0976927797668249	0.0234408999391278	0.0330419415708603
35	YER005W	410.4831097	0.138586956521739	0.248260869565217	0.101086956521739	0.139755434782609	0.121932869097924	0.228402541262218	0.0840734493700018	0.111521683241728
36	YER087W	367.0581143	0.081537037037037	0.130685185185185	0.0683148148148148	0.093	0.0722596142290135	0.118827524847965	0.0565708249542265	0.0745058946354182
37	YER090W	13430.16969	0.0491317991631799	0.119320083682008	0.0348744769874477	0.0449581589958159	0.0476911359328426	0.119313830422713	0.0317781480627814	0.0370004029206783
38	YFR044C	19310.06464	0.0634397163120567	0.150437352245863	0.0409456264775414	0.0614420803782506	0.0560209849759493	0.141128359451623	0.0328435121797571	0.0484512540782234
39	YGL001C	16301.93938	0.039766081871345	0.13140350877193	0.0240058479532164	0.0408918128654971	0.031541155976027	0.123359530341519	0.0149859566626153	0.0265597388793492
40	YGL192W	NA	0.016984126984127	0.0723809523809524	0.00922619047619048	0.0223015873015873	0.0144181993661075	0.0682884121113761	0.00655615512462485	0.0178886850015581
41	YGL205W	NA	0.058503717472119	0.12224907063197	0.0384386617100372	0.0532063197026022	0.0454470304883029	0.113245145382502	0.0234751741197715	0.0355487310507266
42	YGL225W	60638.58895	NA	NA	NA	NA	NA	NA	NA	NA
43	YGL253W	551791.1756	0.0175438596491228	0.0410526315789474	0.0125877192982456	0.0166520467836257	0.0139176063750376	0.0360370394187447	0.00861754811292513	0.0105988147509003
44	YGR005C	5495.723028	0.010587044534413	0.0200607287449393	0.00753036437246964	0.00827935222672065	0.00813245801575635	0.0177652479619658	0.0048532767846849	0.00469381708006431
45	YGR094W	58124.27872	0.0433667334669339	0.107550100200401	0.0322845691382766	0.0456212424849699	0.0371849797031178	0.0991529671528934	0.0256221392284651	0.033991380538383
46	YGR194C	116.5797921	0.0701453488372093	0.176889534883721	0.0456686046511628	0.0680232558139535	0.0583722563696874	0.166144915825776	0.0317502113743911	0.0473319276231684
47	YGR285C	280683.3384	0.0624029126213592	0.145703883495146	0.0419296116504854	0.0587257281553398	0.0496036240745409	0.132893760350137	0.0276213611624931	0.0390091471730988
48	YHL014C	339.4704276	0.096039156626506	0.185240963855422	0.066566265060241	0.0923795180722892	0.0826196076537009	0.17398103379716	0.0501478586620981	0.0710181683702576
49	YHR019C	146362.9516	0.0707783018867924	0.209693396226415	0.0445872641509434	0.0648702830188679	0.0603797362110889	0.20007775717164	0.0332098491298372	0.0466698082232648
50	YHR137W	12991.23295	0.120639204545455	0.218934659090909	0.0844318181818182	0.117201704545455	0.115305477347294	0.211913032039945	0.0756577394631029	0.100450005158458
51	YIL109C	6307.228966	0.0246746031746032	0.0492460317460317	0.0177539682539683	0.0242301587301587	0.0193843101646374	0.0452158977145627	0.0114304401300746	0.0164355926608933
52	YIR008C	3776.60113	0.0795480225988701	0.161045197740113	0.055225988700565	0.0755932203389831	0.0668277809052037	0.150884147562078	0.0398281874486094	0.0554541812688164
53	YJL100W	NA	0.0537307692307692	0.140692307692308	0.0352307692307692	0.0556538461538462	0.0557142506024019	0.138944160933914	0.0379385023848773	0.0514708006277036
54	YJR117W	4313.705663	0.0281173594132029	0.0655867970660147	0.0199755501222494	0.0300244498777506	0.0238170077576685	0.0592638324104302	0.0156149240868662	0.0226811727197544
55	YKL104C	8146.931968	NA	NA	NA	NA	NA	NA	NA	NA
56	YKR089C	331.7083346	0.029844398340249	0.0692427385892116	0.0203215767634855	0.0278215767634855	0.0307916064721358	0.071206349999356	0.0206550615332277	0.0261090990877159
57	YLL029W	1629.567208	0.0550654205607477	0.110728971962617	0.0382523364485981	0.0542429906542056	0.0446204509448553	0.100597193534096	0.0268649897029505	0.0395790974703284
58	YLR253W	680.662103	0.0474125874125874	0.0901282051282051	0.0347202797202797	0.0462004662004662	0.0419633123235729	0.0842806132640291	0.028606751240228	0.0378371770998963
59	YLR389C	849.9470129	0.096875	0.161607142857143	0.072485119047619	0.0948660714285714	0.083835714549238	0.148323270949436	0.056241647198533	0.0738847939892369
60	YML021C	1866.587333	0.0610550458715596	0.148738532110092	0.0412614678899083	0.0688990825688073	0.0563733580706987	0.142502985619544	0.0344796237356157	0.0532524835850986
61	YML110C	17457.98178	0.0466734693877551	0.12069387755102	0.0334489795918367	0.0486122448979592	0.0338064779379383	0.107651359134558	0.0198567582507288	0.0306599997234391
62	YMR015C	7440.220377	0.0215711252653928	0.0751380042462845	0.0133227176220807	0.0235562632696391	0.0218033509664644	0.0724636732336012	0.0132547000140465	0.0192149433319594
63	YMR186W	NA	NA	NA	NA	NA	NA	NA	NA	NA
64	YNL062C	7671.138387	0.0518550724637681	0.0905942028985507	0.0369565217391304	0.0512463768115942	0.0442312278234712	0.0838083085191737	0.0272162953594908	0.0384000585815458
65	YNL104C	22000.23057	0.033843984962406	0.112133458646617	0.0214567669172932	0.0320770676691729	0.0316778542658001	0.110249936948001	0.0184826941293785	0.0237810753244537
66	YNL155W	14530.18667	0.113424242424242	0.240515151515152	0.0856969696969697	0.132818181818182	0.102096299941052	0.229334344303778	0.0715143390301527	0.106950570465653
67	YNL201C	618.7985435	0.0383085501858736	0.0706970260223048	0.0275092936802974	0.0377973977695167	0.0321648289467811	0.0636713301529929	0.0207746799731259	0.0288160350144707
68	YNL248C	46916.19416	0.0571359223300971	0.124805825242718	0.0395873786407767	0.0559223300970874	0.057061652069532	0.128228093893161	0.0366447657718268	0.0464519091515949
69	YNL287W	11207.89812	0.025158924205379	0.0528239608801956	0.018080684596577	0.025421760391198	0.0211279969945413	0.0480258000178201	0.0135996036583229	0.0186292633398088
70	YNR038W	1918.606278	0.0775694444444444	0.128444444444444	0.0588611111111111	0.0727777777777778	0.0685715068760413	0.121813913389213	0.0474082712767381	0.0576661248192036
71	YOL049W	8141.102689	0.149364640883978	0.229765193370166	0.114806629834254	0.142914364640884	0.129251512125916	0.211405251511027	0.0896044516410062	0.110699047473428
72	YOL097C	84708.83786	0.0268446601941748	0.0953559870550162	0.0159385113268608	0.0246116504854369	0.0180315671964452	0.0846806900015296	0.00694363560263852	0.0135208878609899
73	YOL145C	1973.570709	0.0724748322147651	0.122944630872483	0.0543288590604027	0.0720637583892617	0.0596946077186619	0.112156748069361	0.0389993940807989	0.0546189285100151
74	YOR025W	834.2087456	0.0657833333333333	0.1268	0.05005	0.0581	0.0563859753109288	0.120997475724681	0.0392793917906788	0.0463814695945716
75	YOR158W	3022.670116	NA	NA	NA	NA	NA	NA	NA	NA
76	YOR197W	8233.949322	0.0457163742690058	0.104444444444444	0.0301461988304094	0.0464619883040936	0.046140259468567	0.108807238325201	0.0280583854168903	0.0409451646081726
77	YOR361C	80472.1695	0.0465142857142857	0.0711714285714286	0.0348476190476191	0.0432380952380952	0.0396517401946183	0.0640867070458581	0.0266240392716371	0.0326165635804512
78	YPL028W	188243.3125	0.020271186440678	0.0482033898305085	0.0135762711864407	0.0188135593220339	0.0139949808789102	0.0425847955960137	0.00702948204335849	0.0111060327278219
79	YPL104W	163.0690109	0.167558365758755	0.272480544747082	0.115943579766537	0.150175097276265	0.156018600718203	0.263843024465567	0.0985154555460065	0.123386908243011
80	YPL106C	367338.7173	0.0312105263157895	0.0762781954887218	0.0251954887218045	0.0335488721804511	0.0216745715836776	0.066147489798604	0.0154975526319344	0.021160468506134
81	YPL169C	2626.353977	0.00828846153846154	0.0174423076923077	0.00534615384615385	0.00788461538461539	0.0057986399435645	0.0150700924187821	0.0026115720302156	0.0044661467150592
82	YPL195W	2400.647432	0.068410780669145	0.143540892193309	0.0460223048327138	0.0678252788104089	0.058064982510813	0.13060310004522	0.0338755373490041	0.0497309749641801
83	YPL210C	16675.16473	0.122661870503597	0.184988009592326	0.0974700239808153	0.121786570743405	0.108596248585548	0.173808990434777	0.0777618600327479	0.0951393117685056
84	YPR074C	103798.5459	0.047728813559322	0.149101694915254	0.0310593220338983	0.0524406779661017	0.0428897907218941	0.146557520928482	0.0245004942265546	0.040694527747386
85	YPR140W	390.8450527	0.099406528189911	0.198827893175074	0.0683382789317507	0.0962908011869436	0.0885317718317398	0.189342165034998	0.0545089488962281	0.0733611499222624
86	YPR181C	6062.347268	0.0120478723404255	0.0244281914893617	0.0109441489361702	0.0148670212765957	0.00799507975168715	0.0195727661225421	0.00674335821762512	0.00871438197412516
87	YIL088C	2493.992325	0.0575535168195719	0.133211009174312	0.0387767584097859	0.0608562691131498	0.0472037942333918	0.118703062464176	0.0291947630789413	0.0468305660969686
88	YIL090W	811.704124	0.0141540785498489	0.0235498489425982	0.0095619335347432	0.0109214501510574	0.00882629816853663	0.0183677238201484	0.00440074302734466	0.00564777840397271
89	YIL125W	876.7920395	0.0282590233545648	0.100631634819533	0.0212845010615711	0.0275849256900212	0.0219343076453412	0.0967664405582588	0.0144127961273896	0.0190404074260833
90	YJL085W	747.9679501	0.0496816976127321	0.0791511936339523	0.0380503978779841	0.0468965517241379	0.043676381233186	0.0735052537676159	0.0308736284501187	0.0367582556788865
91	YJL087C	651.6466418	0.138402298850575	0.245850574712644	0.0988275862068966	0.132367816091954	0.119683752354208	0.226550849434331	0.0785167322009539	0.104062649776532
92	YJR068W	9298.609697	0.0435234899328859	0.108674496644295	0.0304026845637584	0.0436744966442953	0.0364356567014207	0.102123547693627	0.0220826302362502	0.0312841780816164
93	YJR072C	27490.06709	0.0222316384180791	0.0684180790960452	0.0138418079096045	0.0220197740112994	0.0195929683594286	0.0655356354182161	0.0107707374852647	0.0170048921853362
94	YKL034W	169.2271658	0.0900704225352113	0.150915492957746	0.0671830985915493	0.0904049295774648	0.0736752289017505	0.13583276886163	0.0477547815428129	0.0667799185375539
95	YKL120W	64446.05071	0.021101083032491	0.0512635379061372	0.0173104693140794	0.0279061371841155	0.0137442375811796	0.0456847263549226	0.00946300871234724	0.0190276338607705
96	YKR071C	25161.73718	NA	NA	NA	NA	NA	NA	NA	NA
97	YKR099W	284.4222678	0.00959715639810427	0.0216113744075829	0.00604265402843602	0.00917061611374408	0.00693351027802001	0.0186260240441338	0.00290030675231722	0.00518150883391286
98	YML096W	554.3963235	0.125907590759076	0.259141914191419	0.0923267326732673	0.14023102310231	0.119178531651499	0.259328761760439	0.0809103694056443	0.117849011711346
99	YMR041C	267.3310625	0.197607003891051	0.303891050583658	0.142178988326848	0.177295719844358	0.179872347608898	0.283848486633536	0.116182410891647	0.137468834756675
100	YMR203W	12527.36997	0.0230244755244755	0.0686188811188811	0.0138811188811189	0.0220104895104895	0.0179688526641115	0.0637922671029621	0.00804681039437957	0.0136592768695665
101	YMR277W	698.9695061	0.0190625	0.0404849137931034	0.0129956896551724	0.0187284482758621	0.0179905765942441	0.0388218284856619	0.0118229459488229	0.0161743212012556
102	YNL082W	332.1558003	0.168641304347826	0.296159420289855	0.121123188405797	0.160416666666667	0.143535459480237	0.276836983013745	0.0886242783974888	0.11614449531259
103	YNL123W	3569.15912	0.0529651941097724	0.115100401606426	0.036091030789826	0.0499665327978581	0.0463144928298246	0.108077525353523	0.0279148503345698	0.0381916872271887
104	YNL220W	268527.0192	0.0250715990453461	0.100859188544153	0.0155011933174224	0.0232100238663484	0.0244478074828816	0.0993614579601116	0.0145679655615374	0.0194473544900815
105	YNL313C	1738.826993	0.0786320754716981	0.13611320754717	0.0590188679245283	0.0769245283018868	0.0672819417920161	0.12461038267641	0.0457239648758107	0.0591810484588907
106	YNR008W	821.9995248	0.0485331632653061	0.0930102040816327	0.0382780612244898	0.0499362244897959	0.0430281236034847	0.0876431609461874	0.0324337335892532	0.0422191823125791
